date,BTC,ETH,SOL
2025-06-24,105511.62437933135,2423.899644268608,144.7815680115998
2025-06-25,105976.06929808448,2446.539301545049,145.8019507474219
2025-06-26,107238.53045016268,2417.2267855277296,143.37011953879949
2025-06-27,106984.01253775663,2415.031864876594,138.97799072607012
2025-06-28,107078.91560644074,2423.0302896731746,142.12675809713753
2025-06-29,107331.58548463577,2437.133001780241,150.7812372563586
2025-06-30,108396.61631317894,2502.6672721177083,153.31879559308874
2025-07-01,107132.79910701896,2488.190781689803,154.9374500694811
2025-07-02,105613.39974163055,2405.1045592800183,146.84115991278014
2025-07-03,108824.44423167943,2574.067718495133,152.1680329188485
2025-07-04,109602.20483914016,2590.132231590221,152.28063806980848
2025-07-05,108040.8919400104,2509.236345783362,147.76302956048175
2025-07-06,108217.46849992426,2517.37917835065,147.60067170952217
2025-07-07,109215.19771840284,2571.358192115984,151.92103968743746
2025-07-08,108300.71675785031,2543.6317028067488,148.79005045485957
2025-07-09,108953.19187727802,2615.7759888945047,151.83083400485827
2025-07-10,111327.53054245669,2772.5795626609174,157.20772193763892
2025-07-11,115879.65030112496,2948.4462027029053,163.85821380442644
2025-07-12,117571.02510036016,2958.8514450990992,162.75319398002793
2025-07-13,117418.95745007684,2942.9616055388096,160.46917812212587
2025-07-14,119117.55666327637,2974.2654952333387,161.2426294578984
2025-07-15,119833.67446712355,3012.1797069059276,162.28222240485653
2025-07-16,117678.19493404306,3133.069857747011,163.96583057213138
2025-07-17,118748.1627367753,3368.126521526108,173.8289647474319
2025-07-18,119445.36520434043,3481.8828152374017,176.0976453468298
2025-07-19,117988.94664455787,3547.317079001209,177.36979874415755
2025-07-20,117901.62655900871,3594.3185010809702,176.91082733883786
2025-07-21,117256.9208222684,3758.605581813957,180.99223128612934
2025-07-22,117482.46977767294,3765.453624023574,196.42381167802614
2025-07-23,119955.79570607653,3746.9406687316323,205.2909062553001
2025-07-24,118629.05588130427,3630.053531480921,189.5923023530127
2025-07-25,118354.43517438594,3708.4299352383423,182.56084286755046
2025-07-26,117540.80837085741,3723.0529092785596,186.17182549934944
2025-07-27,117959.54234360624,3742.4314258659915,184.9395837508933
2025-07-28,119418.91405141471,3864.1248374654765,188.5758287219798
2025-07-29,118003.30201607826,3786.303845995956,183.03025266261037
2025-07-30,117853.30892863822,3788.5983716058226,181.16776459533068
2025-07-31,117833.24087995925,3807.4166010824188,177.8780960276323
2025-08-01,115700.00243915782,3696.6628530851194,172.1630467364299
2025-08-02,113234.6051343189,3483.1789551579504,162.79127248081605
2025-08-03,112554.90232221723,3397.4855484143177,158.53125175932496
2025-08-04,114199.10966460757,3497.573127822404,161.90312387611363
2025-08-05,115138.68613070177,3715.7090148550706,169.41522028427192
2025-08-06,114128.35408881678,3612.442432236669,164.08356857308905
2025-08-07,115022.09576830892,3684.0459195726726,168.1731958529984
2025-08-08,117463.47451085235,3911.2609462690816,175.3851480311338
2025-08-09,116688.36663186055,4012.97697001236,176.79535226118225
2025-08-10,116510.08393213755,4265.563258333516,180.38638312645054
2025-08-11,119266.92516880555,4253.591618951185,182.9089507475702
2025-08-12,118773.79960860992,4228.824213261163,175.04512640796176
2025-08-13,120202.53485503166,4606.809427709522,192.59412792428108
2025-08-14,123560.99363577305,4763.652535322159,201.8186877395025
2025-08-15,118405.59579823953,4554.291501538621,192.75680405400084
2025-08-16,117339.79190213277,4430.532465017841,185.5996951638033
2025-08-17,117501.21653394958,4426.826913311333,189.76942306167987
2025-08-18,117542.83687778088,4487.118013759226,191.64098987374877
2025-08-19,116256.41276740946,4317.2757573282315,183.0130381229085
2025-08-20,112778.34483555844,4074.495786100515,176.4002245667356
2025-08-21,114252.39755195397,4330.491598768078,187.2669439751863
2025-08-22,112414.39987336512,4224.438592580698,180.24297051206173
2025-08-23,116834.24948202295,4829.225541798332,200.2605865005056
2025-08-24,115359.98346714744,4773.884088598777,204.01931609622184
2025-08-25,113399.54847314971,4778.10916071381,205.88090746426144
2025-08-26,110185.35443900425,4381.626176071471,187.18525315161807
2025-08-27,111842.70999260596,4602.369685333965,195.9857969070515
2025-08-28,111216.08479629169,4500.1451479982325,203.29341765413957
2025-08-29,112525.59740669793,4507.560431032719,214.54958917125032
2025-08-30,108480.30666639366,4364.358521430426,205.08335316941142
2025-08-31,108781.95727925687,4373.360357620914,202.71014197799335
2025-09-01,108253.36092385623,4388.931464519364,200.90099462282365
2025-09-02,109162.68557992298,4303.202222745541,196.88381950999033
2025-09-03,111190.18209845416,4325.856306225941,209.23036715955652
2025-09-04,111711.51977725117,4449.8670977283255,210.678785187558
2025-09-05,110724.736377486,4298.094660544595,202.68556246131902
2025-09-06,110662.18112628513,4306.613513100346,203.47913677981902
2025-09-07,110209.1888247784,4273.110024157841,200.18665937035894
2025-09-08,111131.9923868407,4304.032421076036,206.51848846856373
2025-09-09,112025.12878118771,4309.685702772004,214.08956690665315
2025-09-10,111547.43956434788,4309.342746120013,217.38518604767611
2025-09-11,113975.32489468766,4347.476803670656,223.9996568751895
2025-09-12,115503.16663193036,4459.31901599882,228.6994803098487
2025-09-13,116160.14344594491,4708.841744149995,242.25824628845254
2025-09-14,115970.58488443034,4667.699652630318,242.6675990847208
2025-09-15,115373.55555886829,4609.786110950785,240.51910214123612
2025-09-16,115397.25272727509,4524.244939102515,233.8358169548661
2025-09-17,116762.8496864193,4504.266635522813,237.00322352946304
2025-09-18,116455.94648225319,4591.768794331328,244.94703055919837
2025-09-19,117145.49508952006,4590.6367372135155,247.55626201820508
2025-09-20,115655.81046441344,4470.479474009387,238.33823551145915
2025-09-21,115715.51536781774,4481.799472368209,239.46337999355012
2025-09-22,115304.47999407038,4452.87113037789,236.64867854250417
2025-09-23,112696.74101711863,4199.951774017639,220.33692191838946
2025-09-24,112022.16587861195,4166.1905498775295,214.17925267896382
2025-09-25,113320.56908541008,4148.65682762035,211.59608812684968
2025-09-26,108963.53013595635,3863.0632875907245,192.18165357078567
2025-09-27,109710.20874667744,4037.0979210260916,205.1199454921513
2025-09-28,109654.81021075726,4018.167453105732,203.5749247337909
2025-09-29,112142.57362752674,4141.839664086501,210.7450481378904
2025-09-30,114309.15041119447,4215.61278947927,212.92955681530267
2025-10-01,114024.22783550054,4144.230463371581,208.6992944881733
2025-10-02,118503.24451752483,4343.951983440489,221.2188833389755
2025-10-03,120611.71911591051,4484.006245909478,234.61674360916186
2025-10-04,122250.15186842803,4515.759068159723,233.06458024680495
